Effluent weight (g),Set1-F11-T5,Set1-F12-T6,Set1-F13-T7,Set2-F21-T1,Set2-F22-T2,Set2-F23-T13,Set3-F31-T18,Set3-F32-T19,Set3-F33-T20,Set?-F4-T17
773.0000,8263,8363,8262,6808,7175,7657,NaN,NaN,9015,NaN
774.0000,8265,8365,8263,6810,7178,7660,NaN,NaN,9020,NaN
775.0000,8270,8367,8267,6813,7180,7665,NaN,NaN,9020,NaN
776.0000,8270,8368,8268,6818,7185,7667,NaN,NaN,9020,NaN
777.0000,8275,8372,8270,6820,7188,7668,NaN,NaN,9020,NaN
778.0000,8275,8373,8273,6823,7193,7672,NaN,NaN,9025,NaN
779.0000,8280,8377,8273,6828,7195,7675,NaN,NaN,9025,NaN
780.0000,8283,8378,8277,6832,7198,7678,NaN,NaN,9025,NaN
781.0000,8285,8380,8278,6835,7203,7680,NaN,NaN,9030,NaN
782.0000,8288,8383,8282,6838,7207,7683,NaN,NaN,9030,NaN
783.0000,8290,8383,8283,6842,7208,7685,NaN,NaN,9030,NaN
784.0000,8293,8385,8285,6847,7213,7690,NaN,NaN,9030,NaN
785.0000,8295,8388,8288,6848,7217,7692,NaN,NaN,9035,NaN
786.0000,8298,8390,8290,6852,7218,7695,NaN,NaN,9035,NaN
787.0000,8300,8393,8293,6857,7223,7697,NaN,NaN,9035,NaN
788.0000,8303,8395,8293,6858,7227,7700,NaN,NaN,9035,NaN
789.0000,8305,8397,8298,6862,7232,7703,NaN,NaN,9040,NaN
790.0000,8308,8400,8298,6867,7233,7707,NaN,NaN,9040,NaN
791.0000,8313,8400,8298,6870,7238,7708,NaN,NaN,9040,NaN
792.0000,8313,8402,8303,6872,7240,7712,NaN,NaN,9045,NaN
793.0000,8318,8405,8303,6877,7243,7713,NaN,NaN,9045,NaN
794.0000,8318,8407,8308,6878,7248,7718,NaN,NaN,9045,NaN
795.0000,8323,8410,8308,6882,7252,7720,NaN,NaN,9045,NaN
796.0000,8323,8412,8310,6887,7255,7723,NaN,NaN,9050,NaN
797.0000,8328,8413,8313,6888,7258,7725,NaN,NaN,9050,NaN
798.0000,8328,8415,8315,6893,7260,7728,NaN,NaN,9050,NaN
799.0000,8330,8417,8317,6897,7265,7732,NaN,NaN,9050,NaN
800.0000,8333,8420,8320,6898,7268,7733,NaN,NaN,9055,NaN
801.0000,8335,8422,8320,6903,7270,7737,NaN,NaN,9055,NaN
802.0000,8338,8423,8323,6905,7275,7738,NaN,NaN,9055,NaN
803.0000,8340,8425,8325,6908,7280,7742,NaN,NaN,9055,NaN
804.0000,8343,8428,8327,6913,7282,7745,NaN,NaN,9060,NaN
805.0000,8345,8428,8330,6913,7285,7747,NaN,NaN,9060,NaN
806.0000,8348,8432,8330,6918,7290,7750,NaN,NaN,9060,NaN
807.0000,8350,8433,8335,6923,7290,7752,NaN,NaN,9060,NaN
808.0000,8353,8435,8335,6923,7295,7755,NaN,NaN,9060,NaN
809.0000,8355,8438,8337,6928,7300,7760,NaN,NaN,9065,NaN
810.0000,8358,8438,8340,6932,7300,7760,NaN,NaN,9065,NaN
811.0000,8360,8442,8340,6935,7305,7765,NaN,NaN,9065,NaN
812.0000,8363,8443,8343,6938,7310,7765,NaN,NaN,9065,NaN
813.0000,8365,8445,8345,6942,7312,7770,NaN,NaN,9065,NaN
814.0000,8368,8447,8348,6943,7315,7772,NaN,NaN,9065,NaN
815.0000,8370,8448,8350,6948,7320,7773,NaN,NaN,9065,NaN
816.0000,8373,8452,8350,6950,7322,7778,NaN,NaN,9065,NaN
817.0000,8375,8453,8353,6955,7325,7778,NaN,NaN,9065,NaN
818.0000,8375,8453,8355,6957,7330,7783,NaN,NaN,9065,NaN
819.0000,8380,8457,8357,6960,7332,7783,NaN,NaN,9065,NaN
820.0000,8380,8458,8360,6965,7335,7788,NaN,NaN,9065,NaN
821.0000,8385,8462,8360,6967,7340,7788,NaN,NaN,9065,NaN
822.0000,8388,8462,8363,6970,7342,7793,NaN,NaN,9065,NaN
823.0000,8390,8465,8365,6973,7345,7795,NaN,NaN,9065,NaN
824.0000,8390,8467,8367,6975,7348,7798,NaN,NaN,9065,NaN
825.0000,8395,8467,8368,6980,7352,7802,NaN,NaN,9065,NaN
826.0000,8395,8472,8372,6983,7357,7802,NaN,NaN,9065,NaN
827.0000,8398,8472,8372,6985,7358,7807,NaN,NaN,9065,NaN
828.0000,8400,8472,8373,6988,7362,7807,NaN,NaN,9065,NaN
829.0000,8403,8477,8377,6993,7365,7812,NaN,NaN,9065,NaN
830.0000,8405,8477,8378,6995,7367,7813,NaN,NaN,9065,NaN
831.0000,8408,8478,8378,6998,7372,7817,NaN,NaN,9065,NaN
832.0000,8410,8482,8382,7002,7375,7818,NaN,NaN,9065,NaN
833.0000,8413,8482,8383,7003,7377,7820,NaN,NaN,9065,NaN
834.0000,8413,8485,8387,7008,7382,7823,NaN,NaN,9065,NaN
835.0000,8418,8487,8387,7012,7385,7825,NaN,NaN,9065,NaN
836.0000,8418,8488,8390,7013,7387,7828,NaN,NaN,9065,NaN
837.0000,8423,8490,8392,7017,7392,7830,NaN,NaN,9065,NaN
838.0000,8423,8492,8392,7018,7395,7833,NaN,NaN,9065,NaN
839.0000,8428,8493,8395,7023,7397,7835,NaN,NaN,9065,NaN
840.0000,8428,8495,8397,7025,7400,7838,NaN,NaN,9065,NaN
841.0000,8430,8497,8398,7028,7403,7842,NaN,NaN,9065,NaN
842.0000,8433,8500,8400,7032,7407,7843,NaN,NaN,9065,NaN
843.0000,8435,8500,8402,7035,7410,7847,NaN,NaN,9065,NaN
844.0000,8438,8502,8405,7038,7413,7848,NaN,NaN,9065,NaN
845.0000,8440,8505,8405,7040,7415,7850,NaN,NaN,9065,NaN
846.0000,8443,8505,8408,7045,7420,7853,NaN,NaN,9065,NaN
847.0000,8443,8507,8410,7047,7423,7855,NaN,NaN,9065,NaN
848.0000,8445,8510,8410,7050,7425,7858,NaN,NaN,9065,NaN
849.0000,8448,8510,8413,7055,7428,7860,NaN,NaN,9065,NaN
850.0000,8450,8513,8415,7055,7432,7863,NaN,NaN,9065,NaN
851.0000,8453,8515,8415,7060,7435,7865,NaN,NaN,9065,NaN
852.0000,8455,8517,8418,7062,7438,7868,NaN,NaN,9065,NaN
853.0000,8458,8518,8420,7065,7442,7870,NaN,NaN,9065,NaN
854.0000,8460,8520,8422,7068,7443,7872,NaN,NaN,9065,NaN
855.0000,8460,8522,8423,7070,7447,7875,NaN,NaN,9065,NaN
856.0000,8465,8523,8425,7075,7450,7878,NaN,NaN,9065,NaN
857.0000,8465,8523,8427,7077,7453,7878,NaN,NaN,9065,NaN
858.0000,8470,8527,8430,7080,7457,7883,NaN,NaN,9065,NaN
859.0000,8470,8528,8430,7082,7460,7883,NaN,NaN,9065,NaN
860.0000,8470,8528,8432,7087,7462,7888,NaN,NaN,9065,NaN
861.0000,8475,8532,8433,7090,7467,7888,NaN,NaN,9065,NaN
862.0000,8475,8533,8437,7092,7468,7892,NaN,NaN,9065,NaN
863.0000,8480,8533,8437,7097,7472,7893,NaN,NaN,9065,NaN
864.0000,8480,8535,8438,7097,7477,7897,NaN,NaN,9065,NaN
865.0000,8483,8538,8442,7102,7477,7898,NaN,NaN,9065,NaN
866.0000,8485,8540,8442,7102,7482,7902,NaN,NaN,9065,NaN
867.0000,8485,8540,8443,7107,7483,7902,NaN,NaN,9065,NaN
868.0000,8490,8543,8447,7108,7487,7907,NaN,NaN,9065,NaN
869.0000,8490,8545,8447,7112,7490,7907,NaN,NaN,9065,NaN
870.0000,8493,8545,8448,7117,7492,7912,NaN,NaN,9065,NaN
871.0000,8495,8548,8452,7117,7497,7912,NaN,NaN,9065,NaN
872.0000,8498,8550,8452,7122,7498,7915,NaN,NaN,9065,NaN
873.0000,8498,8550,8453,7123,7502,7917,NaN,NaN,9060,NaN
874.0000,8500,8552,8457,7127,7505,7920,NaN,NaN,NaN,NaN
875.0000,8503,8555,8457,7128,7508,7922,NaN,NaN,NaN,NaN
876.0000,8505,8555,8458,7133,7512,7925,NaN,NaN,NaN,NaN
877.0000,8508,8557,8462,7135,7513,7925,NaN,NaN,NaN,NaN
878.0000,8508,8560,8462,7138,7517,7930,NaN,NaN,NaN,NaN
879.0000,8513,8560,8463,7142,7518,7930,NaN,NaN,NaN,NaN
880.0000,8513,8562,8467,7143,7523,7933,NaN,NaN,NaN,NaN
881.0000,8515,8563,8467,7148,7527,7935,NaN,NaN,NaN,NaN
882.0000,8518,8565,8468,7148,7528,7938,NaN,NaN,NaN,NaN
883.0000,8518,8567,8472,7153,7533,7940,NaN,NaN,NaN,NaN
884.0000,8523,8568,8472,7153,7533,7943,NaN,NaN,NaN,NaN
885.0000,8523,8568,8473,7158,7538,7945,NaN,NaN,NaN,NaN
886.0000,8525,8572,8475,7162,7538,7947,NaN,NaN,NaN,NaN
887.0000,8528,8573,8477,7163,7543,7948,NaN,NaN,NaN,NaN
888.0000,8528,8573,8478,7167,7548,7953,NaN,NaN,NaN,NaN
889.0000,8533,8577,8478,7168,7548,7953,NaN,NaN,NaN,NaN
890.0000,8533,8578,8483,7173,7553,7955,NaN,NaN,NaN,NaN
891.0000,8535,8578,8483,7175,7553,7958,NaN,NaN,NaN,NaN
892.0000,8538,8580,8483,7178,7558,7960,NaN,NaN,NaN,NaN
893.0000,8538,8583,8488,7180,7560,7962,NaN,NaN,NaN,NaN
894.0000,8540,8583,8488,7183,7563,7965,NaN,NaN,NaN,NaN
895.0000,8543,8583,8488,7185,7567,7967,NaN,NaN,NaN,NaN
896.0000,8545,8587,8492,7190,7568,7970,NaN,NaN,NaN,NaN
897.0000,8545,8588,8493,7192,7573,7972,NaN,NaN,NaN,NaN
898.0000,8550,8588,8493,7195,7575,7973,NaN,NaN,NaN,NaN
899.0000,8550,8590,8497,7197,7578,7977,NaN,NaN,NaN,NaN
900.0000,8553,8592,8498,7200,7580,7978,NaN,NaN,NaN,NaN
901.0000,8555,8593,8498,7202,7585,7978,NaN,NaN,NaN,NaN
902.0000,8555,8595,8500,7205,7585,7983,NaN,NaN,NaN,NaN
903.0000,8558,8597,8502,7208,7590,7983,NaN,NaN,NaN,NaN
904.0000,8560,8598,8503,7210,7592,7987,NaN,NaN,NaN,NaN
905.0000,8560,8600,8505,7213,7595,7988,NaN,NaN,NaN,NaN
906.0000,8565,8602,8507,7215,7597,7992,NaN,NaN,NaN,NaN
907.0000,8565,8602,8508,7218,7600,7993,NaN,NaN,NaN,NaN
908.0000,8565,8603,8508,7222,7605,7995,NaN,NaN,NaN,NaN
909.0000,8570,8607,8510,7225,7605,7997,NaN,NaN,NaN,NaN
910.0000,8570,8607,8512,7227,7610,8000,NaN,NaN,NaN,NaN
911.0000,8573,8607,8513,7228,7610,8002,NaN,NaN,NaN,NaN
912.0000,8575,8610,8515,7232,7615,8003,NaN,NaN,NaN,NaN
913.0000,8578,8612,8517,7235,7618,8007,NaN,NaN,NaN,NaN
914.0000,8578,8612,8518,7238,7620,8007,NaN,NaN,NaN,NaN
915.0000,8580,8612,8520,7242,7625,8010,NaN,NaN,NaN,NaN
916.0000,8583,8615,8520,7243,7625,8012,NaN,NaN,NaN,NaN
917.0000,8585,8617,8522,7247,7630,8015,NaN,NaN,NaN,NaN
918.0000,8585,8617,8525,7248,7632,8015,NaN,NaN,NaN,NaN
919.0000,8588,8620,8525,7252,7635,8018,NaN,NaN,NaN,NaN
920.0000,8588,8620,8525,7253,7637,8020,NaN,NaN,NaN,NaN
921.0000,8590,8622,8528,7257,7640,8022,NaN,NaN,NaN,NaN
922.0000,8593,8622,8530,7258,7642,8025,NaN,NaN,NaN,NaN
923.0000,8595,8625,8530,7262,7645,8027,NaN,NaN,NaN,NaN
924.0000,8598,8625,8533,7265,7648,8028,NaN,NaN,NaN,NaN
925.0000,8598,8627,8533,7267,7652,8032,NaN,NaN,NaN,NaN
926.0000,8600,8628,8535,7270,7653,8032,NaN,NaN,NaN,NaN
927.0000,8603,8630,8537,7272,7657,8035,NaN,NaN,NaN,NaN
928.0000,8603,8630,8538,7275,7658,8037,NaN,NaN,NaN,NaN
929.0000,8603,8632,8540,7277,7662,8038,NaN,NaN,NaN,NaN
930.0000,8608,8635,8540,7280,7663,8042,NaN,NaN,NaN,NaN
931.0000,8608,8635,8543,7283,7667,8042,NaN,NaN,NaN,NaN
932.0000,8610,8635,8543,7285,7670,8045,NaN,NaN,NaN,NaN
933.0000,8613,8638,8545,7288,7672,8045,NaN,NaN,NaN,NaN
934.0000,8613,8640,8547,7290,7675,8050,NaN,NaN,NaN,NaN
935.0000,8615,8640,8548,7293,7677,8050,NaN,NaN,NaN,NaN
936.0000,8618,8642,8548,7295,7680,8053,NaN,NaN,NaN,NaN
937.0000,8618,8643,8552,7298,7682,8055,NaN,NaN,NaN,NaN
938.0000,8620,8645,8552,7300,7687,8057,NaN,NaN,NaN,NaN
939.0000,8623,8645,8553,7303,7688,8058,NaN,NaN,NaN,NaN
940.0000,8625,8647,8555,7307,7692,8060,NaN,NaN,NaN,NaN
941.0000,8625,8648,8557,7308,7693,8063,NaN,NaN,NaN,NaN
942.0000,8628,8648,8557,7312,7697,8063,NaN,NaN,NaN,NaN
943.0000,8630,8650,8558,7312,7700,8067,NaN,NaN,NaN,NaN
944.0000,8630,8652,8560,7317,7702,8068,NaN,NaN,NaN,NaN
945.0000,8633,8653,8562,7317,7705,8070,NaN,NaN,NaN,NaN
946.0000,8635,8653,8562,7322,7707,8073,NaN,NaN,NaN,NaN
947.0000,8635,8653,8565,7322,7710,8073,NaN,NaN,NaN,NaN
948.0000,8638,8658,8565,7327,7713,8075,NaN,NaN,NaN,NaN
949.0000,8640,8658,8567,7327,7715,8078,NaN,NaN,NaN,NaN
950.0000,8640,8658,8567,7332,7718,8080,NaN,NaN,NaN,NaN
951.0000,8643,8660,8570,7332,7720,8082,NaN,NaN,NaN,NaN
952.0000,8645,8663,8570,7337,7723,8085,NaN,NaN,NaN,NaN
953.0000,8645,8663,8572,7338,7725,8085,NaN,NaN,NaN,NaN
954.0000,8645,8663,8573,7342,7728,8088,NaN,NaN,NaN,NaN
955.0000,8650,8665,8575,7343,7730,8090,NaN,NaN,NaN,NaN
956.0000,8650,8665,8575,7347,7733,8092,NaN,NaN,NaN,NaN
957.0000,8650,8668,8577,7348,7737,8093,NaN,NaN,NaN,NaN
958.0000,8655,8668,8578,7352,7738,8095,NaN,NaN,NaN,NaN
959.0000,8655,8670,8580,7353,7742,8098,NaN,NaN,NaN,NaN
960.0000,8658,8670,8580,7355,7743,8098,NaN,NaN,NaN,NaN
961.0000,8658,8672,8582,7358,7747,8103,NaN,NaN,NaN,NaN
962.0000,8660,8673,8585,7362,7748,8103,NaN,NaN,NaN,NaN
963.0000,8663,8675,8585,7363,7752,8103,NaN,NaN,NaN,NaN
964.0000,8663,8675,8585,7363,7753,8107,NaN,NaN,NaN,NaN
965.0000,8665,8677,8587,7368,7757,8108,NaN,NaN,NaN,NaN
966.0000,8665,8677,8588,7368,7758,8110,NaN,NaN,NaN,NaN
967.0000,8668,8680,8590,7373,7762,8112,NaN,NaN,NaN,NaN
968.0000,8670,8680,8590,7373,7763,8113,NaN,NaN,NaN,NaN
969.0000,8673,8682,8592,7378,7767,8117,NaN,NaN,NaN,NaN
970.0000,8673,8682,8593,7378,7770,8117,NaN,NaN,NaN,NaN
971.0000,8675,8683,8595,7383,7772,8120,NaN,NaN,NaN,NaN
972.0000,8678,8685,8597,7385,7775,8122,NaN,NaN,NaN,NaN
973.0000,8678,8687,8597,7388,7777,8123,NaN,NaN,NaN,NaN
974.0000,8678,8687,8597,7390,7780,8127,NaN,NaN,NaN,NaN
975.0000,8683,8688,8600,7393,7782,8127,NaN,NaN,NaN,NaN
976.0000,8683,8688,8602,7395,7783,8128,NaN,NaN,NaN,NaN
977.0000,8683,8692,8602,7397,7787,8130,NaN,NaN,NaN,NaN
978.0000,8685,8692,8602,7400,7788,8133,NaN,NaN,NaN,NaN
979.0000,8688,8693,8602,7400,7792,8135,NaN,NaN,NaN,NaN
980.0000,8688,8693,8607,7405,7793,8135,NaN,NaN,NaN,NaN
981.0000,8690,8693,8607,7405,7795,8138,NaN,NaN,NaN,NaN
982.0000,8693,8695,8607,7410,7798,8140,NaN,NaN,NaN,NaN
983.0000,8693,8698,8607,7410,7802,8142,NaN,NaN,NaN,NaN
984.0000,8695,8698,8612,7415,7803,8142,NaN,NaN,NaN,NaN
985.0000,8695,8698,8612,7415,7805,8145,NaN,NaN,NaN,NaN
986.0000,8698,8700,8612,7418,7808,8147,NaN,NaN,NaN,NaN
987.0000,8698,8702,8613,7420,7810,8147,NaN,NaN,NaN,NaN
988.0000,8700,8703,8615,7423,7813,8152,NaN,NaN,NaN,NaN
989.0000,8700,8703,8617,7425,7815,8152,NaN,NaN,NaN,NaN
990.0000,8703,8705,8617,7427,7818,8155,NaN,NaN,NaN,NaN
991.0000,8705,8705,8618,7430,7822,8155,NaN,NaN,NaN,NaN
992.0000,8705,8707,8618,7432,7823,8157,NaN,NaN,NaN,NaN
993.0000,8705,8707,8622,7435,7827,8160,NaN,NaN,NaN,NaN
994.0000,8710,8708,8622,7437,7828,8160,NaN,NaN,NaN,NaN
995.0000,8710,8710,8623,7438,7830,8163,NaN,NaN,NaN,NaN
996.0000,8710,8712,8623,7442,7833,8165,NaN,NaN,NaN,NaN
997.0000,8715,8712,8623,7443,7835,8167,NaN,NaN,NaN,NaN
998.0000,8715,8712,8627,7447,7838,8168,NaN,NaN,NaN,NaN
999.0000,8715,8712,8628,7447,7840,8170,NaN,NaN,NaN,NaN
1000.0000,8715,8715,8628,7452,7843,8172,NaN,NaN,NaN,NaN
1001.0000,8720,8717,8628,7452,7843,8172,NaN,NaN,NaN,NaN
1002.0000,8720,8717,8630,7457,7847,8175,NaN,NaN,NaN,NaN
1003.0000,8720,8717,8632,7457,7850,8177,NaN,NaN,NaN,NaN
1004.0000,8723,8718,8633,7460,7852,8178,NaN,NaN,NaN,NaN
1005.0000,8725,8720,8633,7462,7855,8182,NaN,NaN,NaN,NaN
1006.0000,8725,8720,8633,7463,7857,8182,NaN,NaN,NaN,NaN
1007.0000,8728,8722,8637,7467,7860,8183,NaN,NaN,NaN,NaN
1008.0000,8728,8722,8637,7468,7860,8185,NaN,NaN,NaN,NaN
1009.0000,8730,8723,8638,7472,7863,8187,NaN,NaN,NaN,NaN
1010.0000,8730,8725,8638,7473,7865,8188,NaN,NaN,NaN,NaN
1011.0000,8733,8725,8640,7475,7870,8190,NaN,NaN,NaN,NaN
1012.0000,8733,8725,8642,7478,7870,8190,NaN,NaN,NaN,NaN
1013.0000,8735,8725,8642,7480,7873,8195,NaN,NaN,NaN,NaN
1014.0000,8738,8728,8643,7483,7875,8195,NaN,NaN,NaN,NaN
1015.0000,8738,8730,8645,7483,7877,8195,NaN,NaN,NaN,NaN
1016.0000,8738,8730,8645,7488,7880,8200,NaN,NaN,NaN,NaN
1017.0000,8740,8730,8647,7488,7882,8200,NaN,NaN,NaN,NaN
1018.0000,8743,8730,8647,7490,7885,8202,NaN,NaN,NaN,NaN
1019.0000,8743,8733,8647,7493,7885,8203,NaN,NaN,NaN,NaN
1020.0000,8743,8733,8650,7493,7890,8205,NaN,NaN,NaN,NaN
1021.0000,8748,8733,8650,7498,7890,8207,NaN,NaN,NaN,NaN
1022.0000,8748,8733,8652,7498,7895,8208,NaN,NaN,NaN,NaN
1023.0000,8748,8733,8652,7503,7895,8208,NaN,NaN,NaN,NaN
1024.0000,8750,8737,8653,7503,7898,8213,NaN,NaN,NaN,NaN
1025.0000,8753,8737,8655,7507,7900,8213,NaN,NaN,NaN,NaN
1026.0000,8753,8738,8657,7508,7902,8215,NaN,NaN,NaN,NaN
1027.0000,8753,8738,8657,7510,7905,8215,NaN,NaN,NaN,NaN
1028.0000,8755,8738,8658,7513,7907,8218,NaN,NaN,NaN,NaN
1029.0000,8755,8740,8658,7515,7910,8220,NaN,NaN,NaN,NaN
1030.0000,8758,8742,8658,7517,7912,8220,NaN,NaN,NaN,NaN
1031.0000,8760,8742,8660,7520,7915,8223,NaN,NaN,NaN,NaN
1032.0000,8760,8742,8662,7522,7917,8225,NaN,NaN,NaN,NaN
1033.0000,8760,8742,8663,7525,7918,8225,NaN,NaN,NaN,NaN
1034.0000,8763,8743,8663,7525,7922,8228,NaN,NaN,NaN,NaN
1035.0000,8765,8745,8663,7528,7922,8228,NaN,NaN,NaN,NaN
1036.0000,8765,8745,8665,7530,7927,8230,NaN,NaN,NaN,NaN
1037.0000,8765,8745,8668,7532,7927,8233,NaN,NaN,NaN,NaN
1038.0000,8770,8745,8668,7535,7932,8233,NaN,NaN,NaN,NaN
1039.0000,8770,8743,8668,7535,7932,8235,NaN,NaN,NaN,NaN
1040.0000,8770,8748,8668,7540,7937,8238,NaN,NaN,NaN,NaN
1041.0000,8770,8750,8670,7540,7937,8238,NaN,NaN,NaN,NaN
1042.0000,8773,8750,8673,7543,7940,8240,NaN,NaN,NaN,NaN
1043.0000,8775,8750,8673,7545,7942,8242,NaN,NaN,NaN,NaN
1044.0000,8775,8750,8673,7547,7942,8243,NaN,NaN,NaN,NaN
1045.0000,8775,8753,8673,7550,7947,8245,NaN,NaN,NaN,NaN
1046.0000,8778,8755,8675,7552,7947,8247,NaN,NaN,NaN,NaN
1047.0000,8780,8755,8675,7553,7952,8248,NaN,NaN,NaN,NaN
1048.0000,8780,8755,8678,7557,7952,8250,NaN,NaN,NaN,NaN
1049.0000,8780,8755,8678,7557,7953,8252,NaN,NaN,NaN,NaN
1050.0000,8783,8755,8678,7560,7957,8252,NaN,NaN,NaN,NaN
1051.0000,8783,8758,8680,7562,7958,8255,NaN,NaN,NaN,NaN
1052.0000,8785,8760,8680,7563,7962,8257,NaN,NaN,NaN,NaN
1053.0000,8785,8760,8680,7567,7963,8257,NaN,NaN,NaN,NaN
1054.0000,8788,8760,8682,7567,7967,8258,NaN,NaN,NaN,NaN
1055.0000,8788,8760,8683,7572,7968,8262,NaN,NaN,NaN,NaN
1056.0000,8788,8763,8685,7572,7968,8263,NaN,NaN,NaN,NaN
1057.0000,8793,8763,8685,7575,7972,8263,NaN,NaN,NaN,NaN
1058.0000,8793,8765,8685,7577,7973,8265,NaN,NaN,NaN,NaN
1059.0000,8793,8765,8687,7578,7977,8268,NaN,NaN,NaN,NaN
1060.0000,8793,8765,8687,7582,7978,8268,NaN,NaN,NaN,NaN
1061.0000,8798,8765,8688,7583,7978,8268,NaN,NaN,NaN,NaN
1062.0000,8798,8768,8690,7585,7983,8272,NaN,NaN,NaN,NaN
1063.0000,8798,8768,8690,7587,7983,8273,NaN,NaN,NaN,NaN
1064.0000,8798,8768,8690,7588,7988,8275,NaN,NaN,NaN,NaN
1065.0000,8800,8770,8692,7590,7988,8277,NaN,NaN,NaN,NaN
1066.0000,8800,8770,8693,7593,7993,8277,NaN,NaN,NaN,NaN
1067.0000,8803,8770,8693,7593,7993,8277,NaN,NaN,NaN,NaN
1068.0000,8803,8773,8693,7597,7993,8282,NaN,NaN,NaN,NaN
1069.0000,8803,8773,8693,7598,7998,8282,NaN,NaN,NaN,NaN
1070.0000,8805,8773,8697,7600,7998,8282,NaN,NaN,NaN,NaN
1071.0000,8808,8775,8698,7603,8003,8285,NaN,NaN,NaN,NaN
1072.0000,8808,8775,8698,7603,8003,8287,NaN,NaN,NaN,NaN
1073.0000,8808,8775,8698,7608,8005,8287,NaN,NaN,NaN,NaN
1074.0000,8810,8778,8698,7608,8008,8288,NaN,NaN,NaN,NaN
1075.0000,8810,8778,8698,7610,8010,8290,NaN,NaN,NaN,NaN
1076.0000,8813,8778,8700,7613,8013,8293,NaN,NaN,NaN,NaN
1077.0000,8813,8778,8702,7613,8013,8293,NaN,NaN,NaN,NaN
1078.0000,8815,8780,8702,7617,8015,8295,NaN,NaN,NaN,NaN
1079.0000,8815,8780,8702,7618,8018,8295,NaN,NaN,NaN,NaN
1080.0000,8815,8783,8702,7620,8020,8297,NaN,NaN,NaN,NaN
1081.0000,8815,8783,8703,7623,8023,8300,NaN,NaN,NaN,NaN
1082.0000,8820,8783,8703,7625,8025,8302,NaN,NaN,NaN,NaN
1083.0000,8820,8783,8705,7627,8027,8302,NaN,NaN,NaN,NaN
1084.0000,8820,8783,8705,7630,8030,8302,NaN,NaN,NaN,NaN
1085.0000,8820,8785,8707,7630,8030,8307,NaN,NaN,NaN,NaN
1086.0000,8823,8785,8708,7632,8033,8307,NaN,NaN,NaN,NaN
1087.0000,8823,8788,8707,7635,8035,8307,NaN,NaN,NaN,NaN
1088.0000,8825,8788,8635,7635,8035,8310,NaN,NaN,NaN,NaN
1089.0000,8825,8788,8635,7640,8040,8312,NaN,NaN,NaN,NaN
1090.0000,8828,8788,8638,7640,8040,8312,NaN,NaN,NaN,NaN
1091.0000,8828,8788,8638,7643,8045,8315,NaN,NaN,NaN,NaN
1092.0000,8828,8790,8640,7645,8045,8315,NaN,NaN,NaN,NaN
1093.0000,8830,8793,8640,7645,8045,8315,NaN,NaN,NaN,NaN
1094.0000,8830,8793,8640,7648,8050,8318,NaN,NaN,NaN,NaN
1095.0000,8833,8793,8640,7650,8050,8320,NaN,NaN,NaN,NaN
1096.0000,8833,8793,8640,7652,8055,8320,NaN,NaN,NaN,NaN
1097.0000,8833,8793,8645,7655,8055,8322,NaN,NaN,NaN,NaN
1098.0000,8833,8793,8645,7655,8057,8323,NaN,NaN,NaN,NaN
1099.0000,8838,8793,8645,7657,8060,8325,NaN,NaN,NaN,NaN
1100.0000,8838,8798,8645,7660,8060,8327,NaN,NaN,NaN,NaN
1101.0000,8838,8798,8645,7662,8063,8327,NaN,NaN,NaN,NaN
1102.0000,8838,8798,8645,7662,8065,8328,NaN,NaN,NaN,NaN
1103.0000,8840,8798,8648,7667,8067,8332,NaN,NaN,NaN,NaN
1104.0000,8840,8798,8648,7667,8070,8332,NaN,NaN,NaN,NaN
1105.0000,8843,8798,8650,7668,8072,8333,NaN,NaN,NaN,NaN
1106.0000,8843,8798,8650,7672,8073,8335,NaN,NaN,NaN,NaN
1107.0000,8843,8798,8650,7672,8077,8335,NaN,NaN,NaN,NaN
1108.0000,8845,8800,8650,7677,8077,8337,NaN,NaN,NaN,NaN
1109.0000,8845,8800,8653,7677,8080,8340,NaN,NaN,NaN,NaN
1110.0000,8845,8803,8653,7677,8082,8340,NaN,NaN,NaN,NaN
1111.0000,8848,8803,8653,7682,8082,8340,NaN,NaN,NaN,NaN
1112.0000,8848,8803,8655,7682,8087,8340,NaN,NaN,NaN,NaN
1113.0000,8850,8803,8655,7683,8087,8345,NaN,NaN,NaN,NaN
1114.0000,8850,8803,8655,7687,8088,8345,NaN,NaN,NaN,NaN
1115.0000,8850,8803,8658,7688,8092,8345,NaN,NaN,NaN,NaN
1116.0000,8850,8803,8658,7688,8092,8348,NaN,NaN,NaN,NaN
1117.0000,8855,8803,8658,7692,8097,8348,NaN,NaN,NaN,NaN
1118.0000,8855,8805,8658,7693,8097,8350,NaN,NaN,NaN,NaN
1119.0000,8855,8805,8658,7693,8097,8352,NaN,NaN,NaN,NaN
1120.0000,8855,8805,8658,7698,8102,8353,NaN,NaN,NaN,NaN
1121.0000,8855,8805,8660,7698,8102,8353,NaN,NaN,NaN,NaN
1122.0000,8858,8805,8660,7698,8105,8357,NaN,NaN,NaN,NaN
1123.0000,8860,8805,8663,7703,8107,8358,NaN,NaN,NaN,NaN
1124.0000,8860,8805,8660,7703,8108,8358,NaN,NaN,NaN,NaN
1125.0000,8860,8805,8663,7707,8110,8360,NaN,NaN,NaN,NaN
1126.0000,8860,8805,8663,7708,8112,8360,NaN,NaN,NaN,NaN
1127.0000,8863,8805,8665,7708,8113,8362,NaN,NaN,NaN,NaN
