Effluent weight (g),Set1-F11-T5,Set1-F12-T6,Set1-F13-T7,Set2-F21-T1,Set2-F22-T2,Set2-F23-T13,Set3-F31-T18,Set3-F32-T19,Set3-F33-T20,Set?-F4-T17
1457.0000,NaN,NaN,NaN,8150,8595,8708,NaN,NaN,NaN,NaN
1458.0000,NaN,NaN,NaN,8152,8595,8708,NaN,NaN,NaN,NaN
1459.0000,NaN,NaN,NaN,8152,8597,8710,NaN,NaN,NaN,NaN
1460.0000,NaN,NaN,NaN,8153,8598,8710,NaN,NaN,NaN,NaN
1461.0000,NaN,NaN,NaN,8153,8598,8710,NaN,NaN,NaN,NaN
1462.0000,NaN,NaN,NaN,8155,8600,8710,NaN,NaN,NaN,NaN
1463.0000,NaN,NaN,NaN,8157,8600,8710,NaN,NaN,NaN,NaN
1464.0000,NaN,NaN,NaN,8157,8603,8713,NaN,NaN,NaN,NaN
1465.0000,NaN,NaN,NaN,8158,8603,8713,NaN,NaN,NaN,NaN
1466.0000,NaN,NaN,NaN,8158,8603,8715,NaN,NaN,NaN,NaN
1467.0000,NaN,NaN,NaN,8160,8605,8715,NaN,NaN,NaN,NaN
1468.0000,NaN,NaN,NaN,8162,8605,8715,NaN,NaN,NaN,NaN
1469.0000,NaN,NaN,NaN,8162,8608,8715,NaN,NaN,NaN,NaN
1470.0000,NaN,NaN,NaN,8163,8608,8715,NaN,NaN,NaN,NaN
1471.0000,NaN,NaN,NaN,8163,8608,8718,NaN,NaN,NaN,NaN
1472.0000,NaN,NaN,NaN,8163,8610,8718,NaN,NaN,NaN,NaN
1473.0000,NaN,NaN,NaN,8165,8612,8718,NaN,NaN,NaN,NaN
1474.0000,NaN,NaN,NaN,8167,8613,8718,NaN,NaN,NaN,NaN
1475.0000,NaN,NaN,NaN,8167,8613,8718,NaN,NaN,NaN,NaN
1476.0000,NaN,NaN,NaN,8168,8613,8720,NaN,NaN,NaN,NaN
1477.0000,NaN,NaN,NaN,8170,8617,8723,NaN,NaN,NaN,NaN
1478.0000,NaN,NaN,NaN,8170,8617,8723,NaN,NaN,NaN,NaN
1479.0000,NaN,NaN,NaN,8170,8617,8723,NaN,NaN,NaN,NaN
1480.0000,NaN,NaN,NaN,8170,8618,8723,NaN,NaN,NaN,NaN
1481.0000,NaN,NaN,NaN,8172,8618,8723,NaN,NaN,NaN,NaN
1482.0000,NaN,NaN,NaN,8175,8622,8723,NaN,NaN,NaN,NaN
1483.0000,NaN,NaN,NaN,8175,8622,8725,NaN,NaN,NaN,NaN
1484.0000,NaN,NaN,NaN,8175,8622,8725,NaN,NaN,NaN,NaN
1485.0000,NaN,NaN,NaN,8175,8623,8725,NaN,NaN,NaN,NaN
1486.0000,NaN,NaN,NaN,8175,8625,8728,NaN,NaN,NaN,NaN
1487.0000,NaN,NaN,NaN,8178,8627,8728,NaN,NaN,NaN,NaN
1488.0000,NaN,NaN,NaN,8180,8627,8728,NaN,NaN,NaN,NaN
1489.0000,NaN,NaN,NaN,8180,8627,8728,NaN,NaN,NaN,NaN
1490.0000,NaN,NaN,NaN,8180,8630,8730,NaN,NaN,NaN,NaN
1491.0000,NaN,NaN,NaN,8182,8630,8730,NaN,NaN,NaN,NaN
1492.0000,NaN,NaN,NaN,8182,8632,8730,NaN,NaN,NaN,NaN
1493.0000,NaN,NaN,NaN,8183,8632,8730,NaN,NaN,NaN,NaN
1494.0000,NaN,NaN,NaN,8185,8633,8730,NaN,NaN,NaN,NaN
1495.0000,NaN,NaN,NaN,8185,8633,8730,NaN,NaN,NaN,NaN
1496.0000,NaN,NaN,NaN,8185,8635,8733,NaN,NaN,NaN,NaN
1497.0000,NaN,NaN,NaN,8187,8635,8735,NaN,NaN,NaN,NaN
1498.0000,NaN,NaN,NaN,8187,8637,8735,NaN,NaN,NaN,NaN
1499.0000,NaN,NaN,NaN,8187,8638,8735,NaN,NaN,NaN,NaN
1500.0000,NaN,NaN,NaN,8190,8638,8735,NaN,NaN,NaN,NaN
1501.0000,NaN,NaN,NaN,8190,8640,8735,NaN,NaN,NaN,NaN
1502.0000,NaN,NaN,NaN,8192,8640,8735,NaN,NaN,NaN,NaN
1503.0000,NaN,NaN,NaN,8192,8642,8735,NaN,NaN,NaN,NaN
1504.0000,NaN,NaN,NaN,8192,8643,8738,NaN,NaN,NaN,NaN
1505.0000,NaN,NaN,NaN,8192,8643,8738,NaN,NaN,NaN,NaN
1506.0000,NaN,NaN,NaN,8195,8643,8738,NaN,NaN,NaN,NaN
1507.0000,NaN,NaN,NaN,8197,8645,8738,NaN,NaN,NaN,NaN
1508.0000,NaN,NaN,NaN,8197,8648,8740,NaN,NaN,NaN,NaN
1509.0000,NaN,NaN,NaN,8197,8648,8740,NaN,NaN,NaN,NaN
1510.0000,NaN,NaN,NaN,8197,8648,8740,NaN,NaN,NaN,NaN
1511.0000,NaN,NaN,NaN,8197,8648,8743,NaN,NaN,NaN,NaN
1512.0000,NaN,NaN,NaN,8198,8648,8743,NaN,NaN,NaN,NaN
1513.0000,NaN,NaN,NaN,8202,8652,8743,NaN,NaN,NaN,NaN
1514.0000,NaN,NaN,NaN,8202,8653,8743,NaN,NaN,NaN,NaN
1515.0000,NaN,NaN,NaN,8202,8653,8743,NaN,NaN,NaN,NaN
1516.0000,NaN,NaN,NaN,8202,8653,8743,NaN,NaN,NaN,NaN
1517.0000,NaN,NaN,NaN,8203,8655,8745,NaN,NaN,NaN,NaN
1518.0000,NaN,NaN,NaN,8205,8655,8745,NaN,NaN,NaN,NaN
1519.0000,NaN,NaN,NaN,8205,8658,8745,NaN,NaN,NaN,NaN
1520.0000,NaN,NaN,NaN,8207,8658,8745,NaN,NaN,NaN,NaN
1521.0000,NaN,NaN,NaN,8207,8658,8748,NaN,NaN,NaN,NaN
1522.0000,NaN,NaN,NaN,8208,8660,8748,NaN,NaN,NaN,NaN
1523.0000,NaN,NaN,NaN,8208,8660,8748,NaN,NaN,NaN,NaN
1524.0000,NaN,NaN,NaN,8208,8662,8750,NaN,NaN,NaN,NaN
1525.0000,NaN,NaN,NaN,8208,8663,8750,NaN,NaN,NaN,NaN
1526.0000,NaN,NaN,NaN,8210,8663,8750,NaN,NaN,NaN,NaN
1527.0000,NaN,NaN,NaN,8213,8665,8750,NaN,NaN,NaN,NaN
1528.0000,NaN,NaN,NaN,8213,8665,8750,NaN,NaN,NaN,NaN
1529.0000,NaN,NaN,NaN,8213,8665,8750,NaN,NaN,NaN,NaN
1530.0000,NaN,NaN,NaN,8213,8667,8750,NaN,NaN,NaN,NaN
1531.0000,NaN,NaN,NaN,8213,8668,8753,NaN,NaN,NaN,NaN
1532.0000,NaN,NaN,NaN,8215,8670,8753,NaN,NaN,NaN,NaN
1533.0000,NaN,NaN,NaN,8218,8670,8753,NaN,NaN,NaN,NaN
1534.0000,NaN,NaN,NaN,8218,8670,8753,NaN,NaN,NaN,NaN
1535.0000,NaN,NaN,NaN,8218,8672,8753,NaN,NaN,NaN,NaN
1536.0000,NaN,NaN,NaN,8218,8673,8753,NaN,NaN,NaN,NaN
1537.0000,NaN,NaN,NaN,8220,8675,8753,NaN,NaN,NaN,NaN
1538.0000,NaN,NaN,NaN,8222,8675,8753,NaN,NaN,NaN,NaN
1539.0000,NaN,NaN,NaN,8222,8675,8755,NaN,NaN,NaN,NaN
1540.0000,NaN,NaN,NaN,8222,8675,8755,NaN,NaN,NaN,NaN
1541.0000,NaN,NaN,NaN,8223,8678,8755,NaN,NaN,NaN,NaN
1542.0000,NaN,NaN,NaN,8223,8678,8755,NaN,NaN,NaN,NaN
1543.0000,NaN,NaN,NaN,8225,8680,8755,NaN,NaN,NaN,NaN
1544.0000,NaN,NaN,NaN,8225,8680,8755,NaN,NaN,NaN,NaN
1545.0000,NaN,NaN,NaN,8227,8680,8755,NaN,NaN,NaN,NaN
1546.0000,NaN,NaN,NaN,8227,8682,8758,NaN,NaN,NaN,NaN
1547.0000,NaN,NaN,NaN,8227,8683,8758,NaN,NaN,NaN,NaN
1548.0000,NaN,NaN,NaN,8228,8683,8758,NaN,NaN,NaN,NaN
1549.0000,NaN,NaN,NaN,8230,8685,8758,NaN,NaN,NaN,NaN
1550.0000,NaN,NaN,NaN,8230,8685,8758,NaN,NaN,NaN,NaN
1551.0000,NaN,NaN,NaN,8230,8687,8758,NaN,NaN,NaN,NaN
1552.0000,NaN,NaN,NaN,8232,8687,8758,NaN,NaN,NaN,NaN
1553.0000,NaN,NaN,NaN,8232,8688,8760,NaN,NaN,NaN,NaN
1554.0000,NaN,NaN,NaN,8233,8688,8760,NaN,NaN,NaN,NaN
1555.0000,NaN,NaN,NaN,8235,8690,8760,NaN,NaN,NaN,NaN
1556.0000,NaN,NaN,NaN,8235,8692,8760,NaN,NaN,NaN,NaN
1557.0000,NaN,NaN,NaN,8235,8692,8760,NaN,NaN,NaN,NaN
1558.0000,NaN,NaN,NaN,8235,8693,8760,NaN,NaN,NaN,NaN
1559.0000,NaN,NaN,NaN,8237,8693,8760,NaN,NaN,NaN,NaN
1560.0000,NaN,NaN,NaN,8238,8693,8760,NaN,NaN,NaN,NaN
1561.0000,NaN,NaN,NaN,8238,8697,8760,NaN,NaN,NaN,NaN
1562.0000,NaN,NaN,NaN,8240,8697,8763,NaN,NaN,NaN,NaN
1563.0000,NaN,NaN,NaN,8240,8697,8763,NaN,NaN,NaN,NaN
1564.0000,NaN,NaN,NaN,8240,8698,8763,NaN,NaN,NaN,NaN
1565.0000,NaN,NaN,NaN,8242,8700,8763,NaN,NaN,NaN,NaN
1566.0000,NaN,NaN,NaN,8243,8700,8760,NaN,NaN,NaN,NaN
1567.0000,NaN,NaN,NaN,8243,8700,8815,NaN,NaN,NaN,NaN
1568.0000,NaN,NaN,NaN,8243,8702,8815,NaN,NaN,NaN,NaN
1569.0000,NaN,NaN,NaN,8243,8702,8815,NaN,NaN,NaN,NaN
1570.0000,NaN,NaN,NaN,8243,8705,8820,NaN,NaN,NaN,NaN
1571.0000,NaN,NaN,NaN,8247,8705,8820,NaN,NaN,NaN,NaN
1572.0000,NaN,NaN,NaN,8247,8705,8820,NaN,NaN,NaN,NaN
1573.0000,NaN,NaN,NaN,8248,8705,8820,NaN,NaN,NaN,NaN
1574.0000,NaN,NaN,NaN,8248,8707,8820,NaN,NaN,NaN,NaN
1575.0000,NaN,NaN,NaN,8248,8707,8820,NaN,NaN,NaN,NaN
1576.0000,NaN,NaN,NaN,8250,8710,8820,NaN,NaN,NaN,NaN
1577.0000,NaN,NaN,NaN,8250,8710,8825,NaN,NaN,NaN,NaN
1578.0000,NaN,NaN,NaN,8252,8710,8825,NaN,NaN,NaN,NaN
1579.0000,NaN,NaN,NaN,8252,8710,8825,NaN,NaN,NaN,NaN
1580.0000,NaN,NaN,NaN,8252,8710,8825,NaN,NaN,NaN,NaN
1581.0000,NaN,NaN,NaN,8253,8713,8825,NaN,NaN,NaN,NaN
1582.0000,NaN,NaN,NaN,8253,8715,8825,NaN,NaN,NaN,NaN
1583.0000,NaN,NaN,NaN,8255,8715,8825,NaN,NaN,NaN,NaN
1584.0000,NaN,NaN,NaN,8255,8715,8825,NaN,NaN,NaN,NaN
1585.0000,NaN,NaN,NaN,8255,8715,8825,NaN,NaN,NaN,NaN
1586.0000,NaN,NaN,NaN,8257,8717,8830,NaN,NaN,NaN,NaN
1587.0000,NaN,NaN,NaN,8257,8717,8830,NaN,NaN,NaN,NaN
1588.0000,NaN,NaN,NaN,8260,8718,8830,NaN,NaN,NaN,NaN
1589.0000,NaN,NaN,NaN,8260,8720,8830,NaN,NaN,NaN,NaN
1590.0000,NaN,NaN,NaN,8260,8720,8830,NaN,NaN,NaN,NaN
1591.0000,NaN,NaN,NaN,8260,8720,8830,NaN,NaN,NaN,NaN
1592.0000,NaN,NaN,NaN,8260,8722,8830,NaN,NaN,NaN,NaN
1593.0000,NaN,NaN,NaN,8260,8722,8830,NaN,NaN,NaN,NaN
1594.0000,NaN,NaN,NaN,8263,8722,8830,NaN,NaN,NaN,NaN
1595.0000,NaN,NaN,NaN,8263,8725,8835,NaN,NaN,NaN,NaN
1596.0000,NaN,NaN,NaN,8265,8725,8835,NaN,NaN,NaN,NaN
1597.0000,NaN,NaN,NaN,8265,8727,8835,NaN,NaN,NaN,NaN
1598.0000,NaN,NaN,NaN,8265,8727,8835,NaN,NaN,NaN,NaN
1599.0000,NaN,NaN,NaN,8265,8727,8835,NaN,NaN,NaN,NaN
1600.0000,NaN,NaN,NaN,8267,8727,8835,NaN,NaN,NaN,NaN
1601.0000,NaN,NaN,NaN,8267,8728,8835,NaN,NaN,NaN,NaN
1602.0000,NaN,NaN,NaN,8267,8730,8840,NaN,NaN,NaN,NaN
1603.0000,NaN,NaN,NaN,8268,8732,8840,NaN,NaN,NaN,NaN
1604.0000,NaN,NaN,NaN,8270,8732,8840,NaN,NaN,NaN,NaN
1605.0000,NaN,NaN,NaN,8270,8732,8840,NaN,NaN,NaN,NaN
1606.0000,NaN,NaN,NaN,8270,8732,8840,NaN,NaN,NaN,NaN
1607.0000,NaN,NaN,NaN,8272,8733,8840,NaN,NaN,NaN,NaN
1608.0000,NaN,NaN,NaN,8272,8737,8840,NaN,NaN,NaN,NaN
1609.0000,NaN,NaN,NaN,8272,8737,8840,NaN,NaN,NaN,NaN
1610.0000,NaN,NaN,NaN,8272,8737,8840,NaN,NaN,NaN,NaN
1611.0000,NaN,NaN,NaN,8273,8737,8840,NaN,NaN,NaN,NaN
1612.0000,NaN,NaN,NaN,8277,8737,8845,NaN,NaN,NaN,NaN
1613.0000,NaN,NaN,NaN,8277,8737,8845,NaN,NaN,NaN,NaN
1614.0000,NaN,NaN,NaN,8277,8740,8845,NaN,NaN,NaN,NaN
1615.0000,NaN,NaN,NaN,8277,8740,8845,NaN,NaN,NaN,NaN
1616.0000,NaN,NaN,NaN,8277,8742,8845,NaN,NaN,NaN,NaN
1617.0000,NaN,NaN,NaN,8277,8742,8845,NaN,NaN,NaN,NaN
1618.0000,NaN,NaN,NaN,8278,8742,8845,NaN,NaN,NaN,NaN
1619.0000,NaN,NaN,NaN,8278,8743,8845,NaN,NaN,NaN,NaN
1620.0000,NaN,NaN,NaN,8282,8745,8845,NaN,NaN,NaN,NaN
1621.0000,NaN,NaN,NaN,8282,8745,8845,NaN,NaN,NaN,NaN
1622.0000,NaN,NaN,NaN,8282,8747,8850,NaN,NaN,NaN,NaN
1623.0000,NaN,NaN,NaN,8282,8747,8850,NaN,NaN,NaN,NaN
1624.0000,NaN,NaN,NaN,8282,8747,8850,NaN,NaN,NaN,NaN
1625.0000,NaN,NaN,NaN,8283,8748,8850,NaN,NaN,NaN,NaN
1626.0000,NaN,NaN,NaN,8283,8748,8850,NaN,NaN,NaN,NaN
1627.0000,NaN,NaN,NaN,8283,8750,8850,NaN,NaN,NaN,NaN
1628.0000,NaN,NaN,NaN,8285,8750,8850,NaN,NaN,NaN,NaN
1629.0000,NaN,NaN,NaN,8287,8750,8850,NaN,NaN,NaN,NaN
1630.0000,NaN,NaN,NaN,8287,8752,8855,NaN,NaN,NaN,NaN
1631.0000,NaN,NaN,NaN,8288,8753,8855,NaN,NaN,NaN,NaN
1632.0000,NaN,NaN,NaN,8288,8753,8855,NaN,NaN,NaN,NaN
1633.0000,NaN,NaN,NaN,8288,8753,8855,NaN,NaN,NaN,NaN
1634.0000,NaN,NaN,NaN,8288,8755,8855,NaN,NaN,NaN,NaN
1635.0000,NaN,NaN,NaN,8288,8755,8855,NaN,NaN,NaN,NaN
1636.0000,NaN,NaN,NaN,8290,8755,8855,NaN,NaN,NaN,NaN
1637.0000,NaN,NaN,NaN,8290,8758,8855,NaN,NaN,NaN,NaN
1638.0000,NaN,NaN,NaN,8293,8758,8855,NaN,NaN,NaN,NaN
1639.0000,NaN,NaN,NaN,8293,8758,8855,NaN,NaN,NaN,NaN
1640.0000,NaN,NaN,NaN,8293,8758,8860,NaN,NaN,NaN,NaN
1641.0000,NaN,NaN,NaN,8293,8760,8860,NaN,NaN,NaN,NaN
1642.0000,NaN,NaN,NaN,8293,8762,8860,NaN,NaN,NaN,NaN
1643.0000,NaN,NaN,NaN,8293,8762,8860,NaN,NaN,NaN,NaN
1644.0000,NaN,NaN,NaN,8295,8762,8860,NaN,NaN,NaN,NaN
1645.0000,NaN,NaN,NaN,8297,8763,8860,NaN,NaN,NaN,NaN
1646.0000,NaN,NaN,NaN,8297,8763,8860,NaN,NaN,NaN,NaN
1647.0000,NaN,NaN,NaN,8298,8763,8860,NaN,NaN,NaN,NaN
1648.0000,NaN,NaN,NaN,8298,8767,8860,NaN,NaN,NaN,NaN
1649.0000,NaN,NaN,NaN,8298,8767,8860,NaN,NaN,NaN,NaN
1650.0000,NaN,NaN,NaN,8298,8767,8865,NaN,NaN,NaN,NaN
1651.0000,NaN,NaN,NaN,8300,8767,8865,NaN,NaN,NaN,NaN
1652.0000,NaN,NaN,NaN,8300,8767,8865,NaN,NaN,NaN,NaN
1653.0000,NaN,NaN,NaN,8300,8768,8865,NaN,NaN,NaN,NaN
1654.0000,NaN,NaN,NaN,8302,8770,8865,NaN,NaN,NaN,NaN
1655.0000,NaN,NaN,NaN,8302,8772,8865,NaN,NaN,NaN,NaN
1656.0000,NaN,NaN,NaN,8302,8772,8865,NaN,NaN,NaN,NaN
1657.0000,NaN,NaN,NaN,8303,8772,8865,NaN,NaN,NaN,NaN
1658.0000,NaN,NaN,NaN,8305,8772,8865,NaN,NaN,NaN,NaN
1659.0000,NaN,NaN,NaN,8305,8772,8865,NaN,NaN,NaN,NaN
1660.0000,NaN,NaN,NaN,8305,8773,8865,NaN,NaN,NaN,NaN
1661.0000,NaN,NaN,NaN,8305,8775,8870,NaN,NaN,NaN,NaN
1662.0000,NaN,NaN,NaN,8305,8777,8870,NaN,NaN,NaN,NaN
1663.0000,NaN,NaN,NaN,8308,8777,8870,NaN,NaN,NaN,NaN
1664.0000,NaN,NaN,NaN,8308,8777,8870,NaN,NaN,NaN,NaN
1665.0000,NaN,NaN,NaN,8308,8777,8870,NaN,NaN,NaN,NaN
1666.0000,NaN,NaN,NaN,8308,8777,8870,NaN,NaN,NaN,NaN
1667.0000,NaN,NaN,NaN,8310,8778,8870,NaN,NaN,NaN,NaN
1668.0000,NaN,NaN,NaN,8310,8778,8870,NaN,NaN,NaN,NaN
1669.0000,NaN,NaN,NaN,8310,8782,8870,NaN,NaN,NaN,NaN
1670.0000,NaN,NaN,NaN,8310,8782,8870,NaN,NaN,NaN,NaN
1671.0000,NaN,NaN,NaN,8312,8782,8870,NaN,NaN,NaN,NaN
1672.0000,NaN,NaN,NaN,8313,8782,8875,NaN,NaN,NaN,NaN
1673.0000,NaN,NaN,NaN,8313,8783,8875,NaN,NaN,NaN,NaN
1674.0000,NaN,NaN,NaN,8313,8783,8875,NaN,NaN,NaN,NaN
1675.0000,NaN,NaN,NaN,8313,8783,8875,NaN,NaN,NaN,NaN
1676.0000,NaN,NaN,NaN,8313,8785,8875,NaN,NaN,NaN,NaN
1677.0000,NaN,NaN,NaN,8313,8787,8875,NaN,NaN,NaN,NaN
1678.0000,NaN,NaN,NaN,8317,8787,8875,NaN,NaN,NaN,NaN
1679.0000,NaN,NaN,NaN,8317,8787,8875,NaN,NaN,NaN,NaN
1680.0000,NaN,NaN,NaN,8317,8788,8875,NaN,NaN,NaN,NaN
1681.0000,NaN,NaN,NaN,8317,8788,8875,NaN,NaN,NaN,NaN
1682.0000,NaN,NaN,NaN,8318,8788,8875,NaN,NaN,NaN,NaN
1683.0000,NaN,NaN,NaN,8318,8788,8875,NaN,NaN,NaN,NaN
1684.0000,NaN,NaN,NaN,8318,8790,8880,NaN,NaN,NaN,NaN
1685.0000,NaN,NaN,NaN,8320,8792,8880,NaN,NaN,NaN,NaN
1686.0000,NaN,NaN,NaN,8320,8793,8880,NaN,NaN,NaN,NaN
1687.0000,NaN,NaN,NaN,8320,8793,8880,NaN,NaN,NaN,NaN
1688.0000,NaN,NaN,NaN,8320,8793,8880,NaN,NaN,NaN,NaN
1689.0000,NaN,NaN,NaN,8320,8793,8880,NaN,NaN,NaN,NaN
1690.0000,NaN,NaN,NaN,8322,8793,8880,NaN,NaN,NaN,NaN
1691.0000,NaN,NaN,NaN,8323,8795,8880,NaN,NaN,NaN,NaN
1692.0000,NaN,NaN,NaN,8325,8795,8880,NaN,NaN,NaN,NaN
1693.0000,NaN,NaN,NaN,8325,8797,8880,NaN,NaN,NaN,NaN
1694.0000,NaN,NaN,NaN,8325,8798,8880,NaN,NaN,NaN,NaN
1695.0000,NaN,NaN,NaN,8325,8798,8885,NaN,NaN,NaN,NaN
1696.0000,NaN,NaN,NaN,8325,8798,8885,NaN,NaN,NaN,NaN
1697.0000,NaN,NaN,NaN,8325,8798,8885,NaN,NaN,NaN,NaN
1698.0000,NaN,NaN,NaN,8325,8798,8885,NaN,NaN,NaN,NaN
1699.0000,NaN,NaN,NaN,8327,8802,8885,NaN,NaN,NaN,NaN
1700.0000,NaN,NaN,NaN,8327,8802,8885,NaN,NaN,NaN,NaN
1701.0000,NaN,NaN,NaN,8328,8802,8885,NaN,NaN,NaN,NaN
1702.0000,NaN,NaN,NaN,8330,8802,8885,NaN,NaN,NaN,NaN
1703.0000,NaN,NaN,NaN,8330,8803,8885,NaN,NaN,NaN,NaN
1704.0000,NaN,NaN,NaN,8330,8803,8885,NaN,NaN,NaN,NaN
1705.0000,NaN,NaN,NaN,8330,8803,8885,NaN,NaN,NaN,NaN
1706.0000,NaN,NaN,NaN,8330,8803,8885,NaN,NaN,NaN,NaN
1707.0000,NaN,NaN,NaN,8332,8807,8885,NaN,NaN,NaN,NaN
1708.0000,NaN,NaN,NaN,8332,8807,8885,NaN,NaN,NaN,NaN
1709.0000,NaN,NaN,NaN,8332,8807,8885,NaN,NaN,NaN,NaN
1710.0000,NaN,NaN,NaN,8332,8807,8885,NaN,NaN,NaN,NaN
1711.0000,NaN,NaN,NaN,8332,8807,8890,NaN,NaN,NaN,NaN
1712.0000,NaN,NaN,NaN,8335,8808,8890,NaN,NaN,NaN,NaN
1713.0000,NaN,NaN,NaN,8335,8810,8890,NaN,NaN,NaN,NaN
1714.0000,NaN,NaN,NaN,8335,8810,8890,NaN,NaN,NaN,NaN
1715.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1716.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1717.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1718.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1719.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1720.0000,NaN,NaN,NaN,8337,8812,8890,NaN,NaN,NaN,NaN
1721.0000,NaN,NaN,NaN,8337,8813,8890,NaN,NaN,NaN,NaN
1722.0000,NaN,NaN,NaN,8338,8815,8890,NaN,NaN,NaN,NaN
1723.0000,NaN,NaN,NaN,8340,8817,8890,NaN,NaN,NaN,NaN
1724.0000,NaN,NaN,NaN,8340,8817,8890,NaN,NaN,NaN,NaN
1725.0000,NaN,NaN,NaN,8342,8817,8890,NaN,NaN,NaN,NaN
1726.0000,NaN,NaN,NaN,8342,8817,8890,NaN,NaN,NaN,NaN
1727.0000,NaN,NaN,NaN,8342,8817,8890,NaN,NaN,NaN,NaN
1728.0000,NaN,NaN,NaN,8342,8818,8890,NaN,NaN,NaN,NaN
1729.0000,NaN,NaN,NaN,8342,8818,8890,NaN,NaN,NaN,NaN
1730.0000,NaN,NaN,NaN,8342,8820,8890,NaN,NaN,NaN,NaN
1731.0000,NaN,NaN,NaN,8343,8820,8890,NaN,NaN,NaN,NaN
1732.0000,NaN,NaN,NaN,8343,8822,8890,NaN,NaN,NaN,NaN
1733.0000,NaN,NaN,NaN,8343,8822,8890,NaN,NaN,NaN,NaN
1734.0000,NaN,NaN,NaN,8345,8822,8890,NaN,NaN,NaN,NaN
1735.0000,NaN,NaN,NaN,8345,8822,8890,NaN,NaN,NaN,NaN
1736.0000,NaN,NaN,NaN,8345,8823,8885,NaN,NaN,NaN,NaN
1737.0000,NaN,NaN,NaN,8345,8823,8885,NaN,NaN,NaN,NaN
1738.0000,NaN,NaN,NaN,8348,8823,8885,NaN,NaN,NaN,NaN
1739.0000,NaN,NaN,NaN,8348,8825,NaN,NaN,NaN,NaN,NaN
1740.0000,NaN,NaN,NaN,8348,8827,NaN,NaN,NaN,NaN,NaN
1741.0000,NaN,NaN,NaN,8348,8827,NaN,NaN,NaN,NaN,NaN
1742.0000,NaN,NaN,NaN,8348,8827,NaN,NaN,NaN,NaN,NaN
1743.0000,NaN,NaN,NaN,8348,8828,NaN,NaN,NaN,NaN,NaN
1744.0000,NaN,NaN,NaN,8348,8828,NaN,NaN,NaN,NaN,NaN
1745.0000,NaN,NaN,NaN,8350,8828,NaN,NaN,NaN,NaN,NaN
1746.0000,NaN,NaN,NaN,8350,8828,NaN,NaN,NaN,NaN,NaN
1747.0000,NaN,NaN,NaN,8352,8830,NaN,NaN,NaN,NaN,NaN
1748.0000,NaN,NaN,NaN,8352,8830,NaN,NaN,NaN,NaN,NaN
1749.0000,NaN,NaN,NaN,8352,8830,NaN,NaN,NaN,NaN,NaN
1750.0000,NaN,NaN,NaN,8352,8830,NaN,NaN,NaN,NaN,NaN
1751.0000,NaN,NaN,NaN,8352,8833,NaN,NaN,NaN,NaN,NaN
1752.0000,NaN,NaN,NaN,8353,8833,NaN,NaN,NaN,NaN,NaN
1753.0000,NaN,NaN,NaN,8353,8833,NaN,NaN,NaN,NaN,NaN
1754.0000,NaN,NaN,NaN,8353,8833,NaN,NaN,NaN,NaN,NaN
1755.0000,NaN,NaN,NaN,8355,8833,NaN,NaN,NaN,NaN,NaN
1756.0000,NaN,NaN,NaN,8355,8833,NaN,NaN,NaN,NaN,NaN
1757.0000,NaN,NaN,NaN,8357,8835,NaN,NaN,NaN,NaN,NaN
1758.0000,NaN,NaN,NaN,8357,8835,NaN,NaN,NaN,NaN,NaN
1759.0000,NaN,NaN,NaN,8357,8837,NaN,NaN,NaN,NaN,NaN
1760.0000,NaN,NaN,NaN,8357,8837,NaN,NaN,NaN,NaN,NaN
1761.0000,NaN,NaN,NaN,8357,8838,NaN,NaN,NaN,NaN,NaN
1762.0000,NaN,NaN,NaN,8357,8838,NaN,NaN,NaN,NaN,NaN
1763.0000,NaN,NaN,NaN,8357,8838,NaN,NaN,NaN,NaN,NaN
1764.0000,NaN,NaN,NaN,8358,8838,NaN,NaN,NaN,NaN,NaN
1765.0000,NaN,NaN,NaN,8360,8838,NaN,NaN,NaN,NaN,NaN
1766.0000,NaN,NaN,NaN,8360,8840,NaN,NaN,NaN,NaN,NaN
1767.0000,NaN,NaN,NaN,8360,8842,NaN,NaN,NaN,NaN,NaN
1768.0000,NaN,NaN,NaN,8360,8842,NaN,NaN,NaN,NaN,NaN
1769.0000,NaN,NaN,NaN,8362,8842,NaN,NaN,NaN,NaN,NaN
1770.0000,NaN,NaN,NaN,8362,8842,NaN,NaN,NaN,NaN,NaN
1771.0000,NaN,NaN,NaN,8362,8842,NaN,NaN,NaN,NaN,NaN
1772.0000,NaN,NaN,NaN,8362,8843,NaN,NaN,NaN,NaN,NaN
1773.0000,NaN,NaN,NaN,8363,8843,NaN,NaN,NaN,NaN,NaN
1774.0000,NaN,NaN,NaN,8363,8845,NaN,NaN,NaN,NaN,NaN
1775.0000,NaN,NaN,NaN,8363,8847,NaN,NaN,NaN,NaN,NaN
1776.0000,NaN,NaN,NaN,8363,8847,NaN,NaN,NaN,NaN,NaN
1777.0000,NaN,NaN,NaN,8363,8847,NaN,NaN,NaN,NaN,NaN
1778.0000,NaN,NaN,NaN,8363,8847,NaN,NaN,NaN,NaN,NaN
